id,word,pos,ua,definitionUa,disposition,category,evidence,confidence,provenance,proposed_target,proposed_value
SB-1708,random,word family,випадковий,"Виникає без особливої ​​причини; випадковий, непередбачуваний.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1709,reinforced,word family,посилений,Був або містить підкріплення.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1711,revision,word family,перегляд,"Дія або процес перегляду, редагування та внесення змін.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1712,schedule,word family,графік,"Процедурний план, як правило, але не обов’язково табличного характеру, із зазначенням послідовності операцій і запланованого часу, коли ці операції мають виконуватися.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1713,tension,word family,напруга,"Умова перебування в стані між двома або більше силами, які діють протилежно одна одній.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1714,termination,word family,припинення,Процес припинення або стан припинення.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1715,theme,word family,тема,"Предмет, тепер особливо розмови чи художнього твору; тема.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1716,uniform,word family,уніформа,"Відмітний одяг, який служить для ідентифікації членів групи, компанії, ув'язнених тощо.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1717,vehicle,word family,транспортний засіб,"Транспортний засіб: місткий пристрій для перенесення або транспортування речовин, предметів, людей або тварин.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1719,virtually,word family,практично,"Майже, але не зовсім.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1721,visual,word family,візуальний,Пов’язані із зором або впливають на нього.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1722,accommodation,word family,проживання,"Проживання в житлі чи подібних житлових приміщеннях, які надаються мандрівникам у готелях або на круїзних суднах, або ув’язненим тощо.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
